Date,Barnyard,Surface,Frame,Sub_frame,Timing,Days_elapsed,Temp,CO2_mgC,CH4_mgC,NH3_ugN,N2O_ugN,CO2_mg,CH4_mg,NH3_mg,N2O_mg,CO2_eq
2014-10-08,5,SAND,B,M,AFTER,1,14.8,3.86E+01,5.50E-01,2.11E+03,9.12E-01,1.41E+02,7.33E-01,2.57E+00,1.43E-03,1.68E+02
2014-10-08,5,SAND,A,A,AFTER,1,17.0,1.48E+01,7.90E-02,2.52E+03,9.72E+00,5.44E+01,1.05E-01,3.06E+00,1.53E-02,7.08E+01
2014-10-08,5,SAND,B,A,AFTER,1,17.5,1.30E+02,1.74E+00,3.16E+03,NA,4.76E+02,2.32E+00,3.83E+00,NA,NA
2014-10-08,6,SAND,A,M,AFTER,1,15.9,6.13E+01,1.57E+01,NA,1.81E+02,2.25E+02,2.10E+01,NA,2.84E-01,NA
2014-10-08,6,SAND,B,M,AFTER,1,15.7,8.38E+01,1.86E+00,2.45E+03,3.70E+00,3.07E+02,2.49E+00,2.97E+00,5.81E-03,3.80E+02
2014-10-08,6,SAND,B,A,AFTER,1,18.2,6.86E+01,2.18E+00,2.69E+03,3.05E+01,2.52E+02,2.91E+00,3.27E+00,4.79E-02,3.48E+02
2014-10-08,7,BARK,A,M,AFTER,1,13.6,1.10E+02,NA,6.42E+02,1.46E+03,4.03E+02,NA,7.79E-01,2.30E+00,NA
2014-10-08,7,BARK,B,M,AFTER,1,13.8,8.59E+01,2.53E-01,NA,9.03E+02,3.15E+02,3.38E-01,NA,1.42E+00,NA
2014-10-08,7,BARK,A,A,AFTER,1,16.8,1.71E+02,2.21E-01,2.09E+03,2.65E+03,6.25E+02,2.95E-01,2.54E+00,4.17E+00,1.88E+03
2014-10-08,7,BARK,B,A,AFTER,1,16.7,2.13E+02,1.39E-01,1.71E+02,2.58E+03,7.81E+02,1.86E-01,2.08E-01,4.05E+00,1.99E+03
2014-10-08,8,BARK,A,M,AFTER,1,14.6,1.13E+02,1.60E-01,NA,5.73E+02,4.15E+02,2.14E-01,NA,9.00E-01,NA
2014-10-08,8,BARK,B,M,AFTER,1,14.8,7.63E+01,9.53E-02,NA,5.69E+02,2.80E+02,1.27E-01,NA,8.95E-01,NA
2014-10-08,8,BARK,A,A,AFTER,1,17.5,3.12E+02,6.69E-01,NA,2.11E+03,1.14E+03,8.92E-01,NA,3.32E+00,NA
2014-10-08,8,BARK,B,A,AFTER,1,17.5,1.76E+02,4.55E-01,4.59E+01,1.58E+03,6.44E+02,6.07E-01,5.57E-02,2.48E+00,1.40E+03
2014-10-08,9,BARK,A,M,AFTER,1,15.7,1.31E+02,NA,NA,7.71E+02,4.79E+02,NA,NA,1.21E+00,NA
2014-10-08,9,BARK,B,M,AFTER,1,16.5,3.08E+02,6.85E-02,2.62E+02,1.71E+03,1.13E+03,9.14E-02,3.18E-01,2.68E+00,1.93E+03
2014-10-08,9,BARK,A,A,AFTER,1,17.8,1.47E+02,1.56E-01,7.16E+02,8.20E+02,5.39E+02,2.08E-01,8.70E-01,1.29E+00,9.30E+02
2014-10-08,9,BARK,B,A,AFTER,1,18.3,2.81E+02,NA,NA,1.54E+03,1.03E+03,NA,NA,2.41E+00,NA
2014-10-09,1,SOIL,C,M,AFTER,2,7.9,8.23E+01,1.78E+00,1.21E+03,NA,3.02E+02,2.38E+00,1.47E+00,NA,NA
2014-10-09,1,SOIL,D,M,AFTER,2,8.1,5.28E+01,1.72E+00,8.15E+02,1.08E+02,1.94E+02,2.29E+00,9.89E-01,1.69E-01,3.04E+02
2014-10-09,1,SOIL,C,A,AFTER,2,12.6,1.15E+02,1.97E+00,1.64E+03,2.59E+01,4.23E+02,2.63E+00,1.99E+00,4.06E-02,5.07E+02
2014-10-09,1,SOIL,D,A,AFTER,2,11.8,6.62E+01,1.44E+00,1.51E+03,1.07E+02,2.43E+02,1.92E+00,1.83E+00,1.68E-01,3.46E+02
2014-10-09,2,SOIL,C,M,AFTER,2,10.1,9.39E+01,1.66E+00,2.32E+03,1.30E+02,3.44E+02,2.22E+00,2.82E+00,2.05E-01,4.69E+02
2014-10-09,2,SOIL,D,M,AFTER,2,10.2,5.82E+01,1.77E+00,3.89E+02,1.23E+01,2.13E+02,2.36E+00,4.73E-01,1.93E-02,2.79E+02
2014-10-09,2,SOIL,C,A,AFTER,2,12.3,1.40E+02,2.39E+00,2.76E+03,1.97E+02,5.14E+02,3.18E+00,3.35E+00,3.10E-01,6.96E+02
2014-10-09,2,SOIL,D,A,AFTER,2,12.2,9.73E+01,2.81E+00,1.43E+02,9.12E+01,3.57E+02,3.75E+00,1.73E-01,1.43E-01,4.94E+02
2014-10-09,3,SOIL,C,M,AFTER,2,10.3,6.16E+01,1.45E+00,3.86E+02,2.03E+02,2.26E+02,1.94E+00,4.69E-01,3.18E-01,3.71E+02
2014-10-09,3,SOIL,D,M,AFTER,2,10.7,1.48E+01,6.50E-01,NA,1.07E+02,5.41E+01,8.66E-01,NA,1.68E-01,NA
2014-10-09,3,SOIL,C,A,AFTER,2,13.4,1.86E+02,2.69E+00,3.19E+03,7.76E+02,6.83E+02,3.59E+00,3.87E+00,1.22E+00,1.15E+03
2014-10-09,3,SOIL,D,A,AFTER,2,13.4,7.36E+01,1.40E+00,6.38E+02,3.77E+02,2.70E+02,1.87E+00,7.74E-01,5.93E-01,4.96E+02
2014-10-09,4,SAND,C,M,AFTER,2,8.1,5.95E+01,1.68E-01,2.69E+02,1.32E+02,2.18E+02,2.24E-01,3.27E-01,2.07E-01,2.86E+02
2014-10-09,4,SAND,D,M,AFTER,2,8.7,6.30E+01,1.41E+00,NA,1.23E+02,2.31E+02,1.88E+00,NA,1.93E-01,NA
2014-10-09,4,SAND,C,A,AFTER,2,11.6,5.92E+01,1.23E+00,1.60E+02,2.85E+02,2.17E+02,1.64E+00,1.95E-01,4.48E-01,3.92E+02
2014-10-09,4,SAND,D,A,AFTER,2,11.5,8.98E+01,1.70E+00,NA,2.16E+02,3.29E+02,2.27E+00,NA,3.39E-01,NA
2014-10-09,5,SAND,D,M,AFTER,2,9.7,7.90E+01,1.21E+00,4.23E+02,7.25E+01,2.90E+02,1.61E+00,5.14E-01,1.14E-01,3.66E+02
2014-10-09,5,SAND,C,A,AFTER,2,12.5,6.52E+01,3.53E-01,1.47E+00,2.96E+02,2.39E+02,4.71E-01,1.78E-03,4.65E-01,3.89E+02
2014-10-09,5,SAND,D,A,AFTER,2,12.5,1.60E+02,1.84E+00,7.82E+02,3.97E+02,5.85E+02,2.45E+00,9.49E-01,6.24E-01,8.35E+02
2014-10-09,6,SAND,C,M,AFTER,2,11.2,8.44E+01,8.48E-01,1.94E+03,2.97E+02,3.09E+02,1.13E+00,2.35E+00,4.67E-01,4.84E+02
2014-10-09,6,SAND,D,M,AFTER,2,11.2,6.73E+01,1.86E+00,8.21E+02,1.02E+02,2.47E+02,2.48E+00,9.97E-01,1.61E-01,3.60E+02
2014-10-09,6,SAND,C,A,AFTER,2,13.9,1.10E+02,9.62E-01,NA,4.58E+02,4.02E+02,1.28E+00,NA,7.19E-01,NA
2014-10-09,7,BARK,C,M,AFTER,2,9.3,1.51E+02,NA,1.08E+03,6.56E+02,5.53E+02,NA,1.31E+00,1.03E+00,NA
2014-10-09,7,BARK,D,M,AFTER,2,9.9,1.14E+02,1.09E-01,NA,4.93E+02,4.16E+02,1.45E-01,NA,7.75E-01,NA
2014-10-09,7,BARK,C,A,AFTER,2,11.4,1.79E+02,6.12E-02,NA,1.17E+03,6.56E+02,8.16E-02,NA,1.84E+00,NA
2014-10-09,7,BARK,D,A,AFTER,2,11.6,1.65E+02,6.31E-02,NA,9.79E+02,6.03E+02,8.42E-02,NA,1.54E+00,NA
2014-10-09,8,BARK,C,M,AFTER,2,9.4,1.12E+02,3.15E-01,7.78E+02,5.83E+02,4.12E+02,4.19E-01,9.45E-01,9.16E-01,6.98E+02
2014-10-09,8,BARK,D,M,AFTER,2,9.4,5.69E+01,8.02E-01,2.68E+03,1.87E+02,2.08E+02,1.07E+00,3.25E+00,2.94E-01,3.32E+02
2014-10-09,8,BARK,C,A,AFTER,2,13.2,1.84E+02,2.50E-01,9.43E+02,1.14E+03,6.75E+02,3.33E-01,1.14E+00,1.79E+00,1.22E+03
2014-10-09,8,BARK,D,A,AFTER,2,13.3,9.83E+01,8.58E-01,1.72E+03,5.22E+02,3.61E+02,1.14E+00,2.09E+00,8.21E-01,6.40E+02
2014-10-09,9,BARK,C,M,AFTER,2,10.9,1.61E+02,1.77E-01,NA,2.21E+03,5.90E+02,2.35E-01,NA,3.47E+00,NA
2014-10-09,9,BARK,D,M,AFTER,2,11.3,2.80E+02,2.87E-01,6.51E+03,7.46E+02,1.03E+03,3.82E-01,7.91E+00,1.17E+00,1.41E+03
2014-10-09,9,BARK,C,A,AFTER,2,13.2,1.82E+02,3.08E-01,NA,2.93E+03,6.67E+02,4.11E-01,NA,4.60E+00,NA
2014-10-09,9,BARK,D,A,AFTER,2,12.8,3.45E+02,3.60E-01,7.66E+03,1.17E+03,1.26E+03,4.81E-01,9.30E+00,1.84E+00,1.85E+03
2015-05-08,1,SOIL,A,M,BEFORE,211,20.0,8.78E+01,1.00E-01,NA,NA,3.22E+02,1.34E-01,NA,NA,NA
2015-05-08,1,SOIL,B,M,BEFORE,211,20.4,6.81E+01,5.50E-02,NA,6.49E+01,2.50E+02,7.34E-02,NA,1.02E-01,NA
2015-05-08,1,SOIL,A,A,BEFORE,211,22.6,1.11E+02,5.83E-02,NA,2.15E+01,4.07E+02,7.78E-02,NA,3.38E-02,NA
2015-05-08,1,SOIL,B,A,BEFORE,211,22.6,1.03E+02,NA,NA,8.61E+00,3.79E+02,NA,NA,1.35E-02,NA
2015-05-08,2,SOIL,A,M,BEFORE,211,21.4,9.16E+01,NA,NA,4.37E+01,3.36E+02,NA,NA,6.86E-02,NA
2015-05-08,2,SOIL,B,M,BEFORE,211,22.1,9.13E+01,NA,NA,NA,3.35E+02,NA,NA,NA,NA
2015-05-08,2,SOIL,A,A,BEFORE,211,23.1,1.03E+02,2.08E-04,NA,NA,3.79E+02,2.77E-04,NA,NA,NA
2015-05-08,2,SOIL,B,A,BEFORE,211,22.8,9.59E+01,7.23E-02,NA,1.11E+01,3.52E+02,9.65E-02,NA,1.75E-02,NA
2015-05-08,3,SOIL,A,M,BEFORE,211,21.9,1.10E+02,4.22E-02,NA,2.97E+01,4.02E+02,5.62E-02,NA,4.67E-02,NA
2015-05-08,3,SOIL,B,M,BEFORE,211,21.9,1.08E+02,2.06E-02,NA,6.23E+00,3.95E+02,2.75E-02,NA,9.79E-03,NA
2015-05-08,3,SOIL,A,A,BEFORE,211,21.9,1.09E+02,7.85E-02,NA,2.87E+01,3.98E+02,1.05E-01,NA,4.51E-02,NA
2015-05-08,3,SOIL,B,A,BEFORE,211,0.0,1.29E+02,8.19E-02,NA,4.86E+01,4.74E+02,1.09E-01,NA,7.63E-02,NA
2015-05-08,4,SAND,A,M,BEFORE,211,20.4,6.29E+01,1.50E+00,NA,2.19E+00,2.31E+02,2.00E+00,NA,3.44E-03,NA
2015-05-08,4,SAND,B,M,BEFORE,211,21.2,5.61E+01,8.49E-01,NA,4.83E+01,2.06E+02,1.13E+00,NA,7.59E-02,NA
2015-05-08,4,SAND,A,A,BEFORE,211,22.9,4.28E+01,4.62E-01,NA,2.72E+01,1.57E+02,6.16E-01,NA,4.28E-02,NA
2015-05-08,4,SAND,B,A,BEFORE,211,22.8,5.76E+01,2.23E-01,NA,6.56E+00,2.11E+02,2.97E-01,NA,1.03E-02,NA
2015-05-08,5,SAND,A,M,BEFORE,211,22.1,4.54E+01,8.05E-02,NA,7.13E+00,1.67E+02,1.07E-01,NA,1.12E-02,NA
2015-05-08,5,SAND,B,M,BEFORE,211,21.6,7.13E+01,5.29E-01,NA,2.17E+01,2.62E+02,7.05E-01,NA,3.41E-02,NA
2015-05-08,5,SAND,A,A,BEFORE,211,22.8,6.96E+01,1.13E-01,NA,7.45E+00,2.55E+02,1.51E-01,NA,1.17E-02,NA
2015-05-08,5,SAND,B,A,BEFORE,211,23.2,5.76E+01,2.36E-01,NA,NA,2.11E+02,3.15E-01,NA,NA,NA
2015-05-08,6,SAND,A,M,BEFORE,211,22.8,8.20E+01,1.27E+00,NA,3.47E+01,3.01E+02,1.70E+00,NA,5.46E-02,NA
2015-05-08,6,SAND,B,M,BEFORE,211,21.7,7.65E+01,4.45E-01,NA,3.89E+01,2.80E+02,5.94E-01,NA,6.11E-02,NA
2015-05-08,6,SAND,A,A,BEFORE,211,22.2,9.47E+01,5.28E-01,NA,1.45E+01,3.47E+02,7.04E-01,NA,2.28E-02,NA
2015-05-08,6,SAND,B,A,BEFORE,211,22.0,6.67E+01,3.56E-01,NA,4.50E+00,2.45E+02,4.75E-01,NA,7.07E-03,NA
2015-05-08,7,BARK,A,M,BEFORE,211,20.6,2.12E+02,NA,NA,NA,7.77E+02,NA,NA,NA,NA
2015-05-08,7,BARK,B,M,BEFORE,211,21.5,1.51E+02,8.95E-03,NA,5.62E+01,5.55E+02,1.19E-02,NA,8.83E-02,NA
2015-05-08,7,BARK,A,A,BEFORE,211,22.5,1.90E+02,1.06E-02,NA,6.72E+01,6.96E+02,1.41E-02,NA,1.06E-01,NA
2015-05-08,7,BARK,B,A,BEFORE,211,22.9,1.04E+02,3.26E-02,NA,6.30E+01,3.80E+02,4.35E-02,NA,9.90E-02,NA
2015-05-08,8,BARK,A,M,BEFORE,211,22.3,2.48E+02,NA,NA,5.34E+01,9.09E+02,NA,NA,8.39E-02,NA
2015-05-08,8,BARK,B,M,BEFORE,211,22.3,1.26E+02,3.72E+00,NA,2.86E+01,4.61E+02,4.97E+00,NA,4.50E-02,NA
2015-05-08,8,BARK,A,A,BEFORE,211,23.2,1.62E+02,6.25E-02,NA,9.59E+01,5.92E+02,8.34E-02,NA,1.51E-01,NA
2015-05-08,8,BARK,B,A,BEFORE,211,22.8,1.05E+02,1.84E+00,NA,5.01E+01,3.84E+02,2.46E+00,NA,7.87E-02,NA
2015-05-08,9,BARK,A,M,BEFORE,211,23.0,1.35E+02,3.95E-02,NA,7.08E+00,4.95E+02,5.26E-02,NA,1.11E-02,NA
2015-05-08,9,BARK,B,M,BEFORE,211,22.2,8.01E+01,6.47E-02,NA,NA,2.94E+02,8.63E-02,NA,NA,NA
2015-05-08,9,BARK,A,A,BEFORE,211,22.5,3.77E+02,5.89E-02,NA,1.61E+01,1.38E+03,7.86E-02,NA,2.53E-02,NA
2015-05-08,9,BARK,B,A,BEFORE,211,22.9,1.63E+02,2.18E-01,NA,3.10E+01,5.97E+02,2.90E-01,NA,4.88E-02,NA
2015-05-11,1,SOIL,C,M,BEFORE,214,15.6,1.16E+02,5.97E-02,NA,5.87E+01,4.26E+02,7.97E-02,NA,9.23E-02,NA
2015-05-11,1,SOIL,D,M,BEFORE,214,16.0,1.02E+02,1.23E-02,NA,NA,3.74E+02,1.64E-02,NA,NA,NA
2015-05-11,1,SOIL,C,A,BEFORE,214,18.0,1.84E+02,7.15E-02,NA,1.16E+02,6.76E+02,9.54E-02,NA,1.83E-01,NA
2015-05-11,1,SOIL,D,A,BEFORE,214,18.4,1.64E+02,NA,NA,7.11E+01,6.02E+02,NA,NA,1.12E-01,NA
2015-05-11,2,SOIL,C,M,BEFORE,214,16.3,1.18E+02,4.60E-02,NA,3.74E+01,4.33E+02,6.13E-02,NA,5.87E-02,NA
2015-05-11,2,SOIL,D,M,BEFORE,214,16.5,7.71E+01,1.47E-02,NA,2.50E+01,2.83E+02,1.96E-02,NA,3.92E-02,NA
2015-05-11,2,SOIL,C,A,BEFORE,214,18.0,1.91E+02,8.12E-04,NA,1.86E+01,7.02E+02,1.08E-03,NA,2.93E-02,NA
2015-05-11,2,SOIL,D,A,BEFORE,214,18.8,1.89E+02,3.01E-04,NA,5.60E+00,6.94E+02,4.01E-04,NA,8.80E-03,NA
2015-05-11,3,SOIL,C,M,BEFORE,214,17.0,1.60E+02,NA,NA,2.78E+01,5.87E+02,NA,NA,4.37E-02,NA
2015-05-11,3,SOIL,D,M,BEFORE,214,17.1,9.81E+01,NA,NA,6.72E+01,3.60E+02,NA,NA,1.06E-01,NA
2015-05-11,3,SOIL,C,A,BEFORE,214,16.9,3.62E+02,NA,NA,NA,1.33E+03,NA,NA,NA,NA
2015-05-11,3,SOIL,D,A,BEFORE,214,16.7,2.01E+02,NA,NA,NA,7.35E+02,NA,NA,NA,NA
2015-05-11,4,SAND,C,M,BEFORE,214,16.5,1.77E+01,1.85E-02,NA,3.60E+01,6.47E+01,2.47E-02,NA,5.66E-02,NA
2015-05-11,4,SAND,D,M,BEFORE,214,16.5,9.38E+01,1.39E-01,NA,NA,3.44E+02,1.85E-01,NA,NA,NA
2015-05-11,4,SAND,C,A,BEFORE,214,18.3,3.89E+01,5.29E-02,NA,2.57E+01,1.43E+02,7.05E-02,NA,4.04E-02,NA
2015-05-11,4,SAND,D,A,BEFORE,214,18.3,1.60E+02,1.14E-01,NA,8.80E+01,5.88E+02,1.52E-01,NA,1.38E-01,NA
2015-05-11,5,SAND,C,M,BEFORE,214,16.6,4.48E+01,4.23E-02,NA,NA,1.64E+02,5.63E-02,NA,NA,NA
2015-05-11,5,SAND,D,M,BEFORE,214,16.6,7.29E+01,5.89E-02,NA,1.23E+01,2.67E+02,7.85E-02,NA,1.93E-02,NA
2015-05-11,5,SAND,C,A,BEFORE,214,18.8,1.44E+02,3.26E-02,NA,7.32E+00,5.29E+02,4.35E-02,NA,1.15E-02,NA
2015-05-11,5,SAND,D,A,BEFORE,214,18.2,1.43E+02,8.78E-03,NA,4.00E+01,5.24E+02,1.17E-02,NA,6.29E-02,NA
2015-05-11,6,SAND,C,M,BEFORE,214,17.1,3.62E+01,9.93E-02,NA,3.00E+01,1.33E+02,1.32E-01,NA,4.72E-02,NA
2015-05-11,6,SAND,D,M,BEFORE,214,17.0,5.59E+01,1.37E-02,NA,NA,2.05E+02,1.82E-02,NA,NA,NA
2015-05-11,6,SAND,C,A,BEFORE,214,18.2,5.95E+01,4.65E-01,NA,1.49E+01,2.18E+02,6.20E-01,NA,2.34E-02,NA
2015-05-11,6,SAND,D,A,BEFORE,214,16.7,7.56E+01,4.22E-03,NA,1.04E+01,2.77E+02,5.63E-03,NA,1.63E-02,NA
2015-05-11,7,BARK,C,M,BEFORE,214,16.5,2.01E+02,1.18E-02,NA,2.06E+01,7.39E+02,1.57E-02,NA,3.23E-02,NA
2015-05-11,7,BARK,D,M,BEFORE,214,16.5,2.09E+02,5.91E-02,NA,6.57E+00,7.65E+02,7.88E-02,NA,1.03E-02,NA
2015-05-11,7,BARK,C,A,BEFORE,214,16.8,3.46E+02,2.95E-02,NA,4.34E+01,1.27E+03,3.93E-02,NA,6.83E-02,NA
2015-05-11,7,BARK,D,A,BEFORE,214,17.3,3.13E+02,6.23E-02,NA,6.03E+01,1.15E+03,8.31E-02,NA,9.48E-02,NA
2015-05-11,8,BARK,C,M,BEFORE,214,16.9,1.78E+02,4.18E-02,NA,1.20E+02,6.52E+02,5.57E-02,NA,1.89E-01,NA
2015-05-11,8,BARK,D,M,BEFORE,214,16.7,3.74E+02,9.69E-03,NA,NA,1.37E+03,1.29E-02,NA,NA,NA
2015-05-11,8,BARK,C,A,BEFORE,214,17.6,3.57E+02,2.07E-02,NA,2.78E+01,1.31E+03,2.75E-02,NA,4.37E-02,NA
2015-05-11,8,BARK,D,A,BEFORE,214,18.3,4.07E+02,NA,NA,9.37E+01,1.49E+03,NA,NA,1.47E-01,NA
2015-05-11,9,BARK,C,M,BEFORE,214,16.9,3.65E+02,1.36E-02,NA,4.86E+01,1.34E+03,1.81E-02,NA,7.64E-02,NA
2015-05-11,9,BARK,D,M,BEFORE,214,16.9,2.07E+02,NA,NA,3.86E+01,7.58E+02,NA,NA,6.06E-02,NA
2015-05-11,9,BARK,C,A,BEFORE,214,18.0,4.23E+02,1.21E-02,NA,8.60E+01,1.55E+03,1.61E-02,NA,1.35E-01,NA
2015-05-11,9,BARK,D,A,BEFORE,214,18.0,2.35E+02,1.91E-02,NA,2.04E+01,8.62E+02,2.55E-02,NA,3.20E-02,NA
2015-05-20,1,SOIL,A,M,AFTER,0,9.4,1.96E+02,2.62E+00,3.39E+03,3.21E+02,7.20E+02,3.49E+00,4.11E+00,5.04E-01,9.70E+02
2015-05-20,1,SOIL,B,M,AFTER,0,9.7,1.08E+02,2.87E+00,7.30E+03,7.84E+02,3.96E+02,3.82E+00,8.86E+00,1.23E+00,8.85E+02
2015-05-20,1,SOIL,A,A,AFTER,0,10.8,4.41E+01,1.00E+00,NA,NA,1.62E+02,1.33E+00,NA,NA,NA
2015-05-20,1,SOIL,B,A,AFTER,0,10.8,1.01E+02,1.53E+00,5.19E+03,8.36E+02,3.71E+02,2.05E+00,6.30E+00,1.31E+00,8.32E+02
2015-05-20,2,SOIL,A,M,AFTER,0,10.0,1.39E+02,1.26E+00,1.14E+03,7.81E+02,5.08E+02,1.67E+00,1.38E+00,1.23E+00,9.20E+02
2015-05-20,2,SOIL,B,M,AFTER,0,10.1,1.50E+02,3.05E+00,6.04E+03,4.48E+01,5.50E+02,4.07E+00,7.33E+00,7.04E-02,6.95E+02
2015-05-20,2,SOIL,A,A,AFTER,0,11.0,8.77E+01,2.13E-01,NA,3.47E+02,3.21E+02,2.85E-01,NA,5.45E-01,NA
2015-05-20,2,SOIL,B,A,AFTER,0,10.8,1.65E+02,2.51E+00,6.69E+03,1.32E+02,6.03E+02,3.34E+00,8.12E+00,2.07E-01,7.73E+02
2015-05-20,3,SOIL,A,M,AFTER,0,10.5,1.36E+02,5.94E+00,NA,2.31E+02,4.99E+02,7.93E+00,NA,3.63E-01,NA
2015-05-20,3,SOIL,B,M,AFTER,0,10.1,1.81E+02,9.83E-01,1.42E+03,2.65E+02,6.64E+02,1.31E+00,1.73E+00,4.16E-01,8.26E+02
2015-05-20,3,SOIL,A,A,AFTER,0,10.4,1.82E+02,9.06E+00,NA,NA,6.68E+02,1.21E+01,NA,NA,NA
2015-05-20,3,SOIL,B,A,AFTER,0,11.1,1.40E+02,4.04E-01,9.62E+02,2.03E+02,5.12E+02,5.38E-01,1.17E+00,3.19E-01,6.24E+02
2015-05-20,4,SAND,A,M,AFTER,0,10.2,5.20E+02,5.88E+00,4.47E+04,3.11E+03,1.91E+03,7.84E+00,5.43E+01,4.89E+00,3.72E+03
2015-05-20,4,SAND,B,M,AFTER,0,10.2,2.87E+02,2.80E+00,NA,2.35E+03,1.05E+03,3.73E+00,NA,3.69E+00,NA
2015-05-20,4,SAND,A,A,AFTER,0,10.8,2.94E+02,2.73E+00,6.34E+04,1.73E+03,1.08E+03,3.63E+00,7.70E+01,2.71E+00,2.21E+03
2015-05-20,4,SAND,B,A,AFTER,0,10.7,2.34E+02,1.47E+00,NA,2.84E+03,8.59E+02,1.96E+00,NA,4.46E+00,NA
2015-05-20,5,SAND,A,M,AFTER,0,10.1,7.75E+01,4.68E+00,4.64E+03,2.30E+03,2.84E+02,6.24E+00,5.63E+00,3.61E+00,1.53E+03
2015-05-20,5,SAND,B,M,AFTER,0,10.0,1.33E+02,1.80E-01,6.64E+02,NA,4.86E+02,2.40E-01,8.06E-01,NA,NA
2015-05-20,5,SAND,A,A,AFTER,0,10.6,1.10E+02,2.46E+00,NA,2.86E+03,4.02E+02,3.27E+00,NA,4.49E+00,NA
2015-05-20,5,SAND,B,A,AFTER,0,10.5,1.18E+02,1.10E-01,NA,NA,4.34E+02,1.46E-01,NA,NA,NA
2015-05-20,6,SAND,A,M,AFTER,0,10.4,5.56E+02,1.78E+00,4.30E+04,4.65E+03,2.04E+03,2.38E+00,5.22E+01,7.31E+00,4.43E+03
2015-05-20,6,SAND,B,M,AFTER,0,10.7,7.30E+01,5.68E-01,NA,3.55E+03,2.68E+02,7.57E-01,NA,5.57E+00,NA
2015-05-20,6,SAND,A,A,AFTER,0,11.0,3.51E+02,2.02E+00,4.28E+04,2.43E+03,1.29E+03,2.70E+00,5.20E+01,3.81E+00,2.64E+03
2015-05-20,6,SAND,B,A,AFTER,0,10.5,8.54E+01,5.33E-01,NA,3.53E+03,3.13E+02,7.10E-01,NA,5.55E+00,NA
2015-05-20,7,BARK,A,M,AFTER,0,9.7,7.40E+02,1.94E+00,NA,2.85E+03,2.71E+03,2.59E+00,NA,4.48E+00,NA
2015-05-20,7,BARK,B,M,AFTER,0,9.9,6.89E+02,NA,2.84E+03,5.51E+03,2.53E+03,NA,3.45E+00,8.66E+00,NA
2015-05-20,7,BARK,A,A,AFTER,0,10.6,7.00E+02,1.04E+00,NA,2.41E+03,2.57E+03,1.38E+00,NA,3.79E+00,NA
2015-05-20,7,BARK,B,A,AFTER,0,10.2,6.38E+02,NA,2.05E+03,4.64E+03,2.34E+03,NA,2.49E+00,7.29E+00,NA
2015-05-20,8,BARK,A,M,AFTER,0,10.2,6.45E+02,4.55E+00,1.15E+03,8.76E+03,2.36E+03,6.07E+00,1.39E+00,1.38E+01,6.62E+03
2015-05-20,8,BARK,B,M,AFTER,0,10.4,8.23E+02,NA,NA,7.16E+02,3.02E+03,NA,NA,1.13E+00,NA
2015-05-20,8,BARK,A,A,AFTER,0,10.5,4.96E+02,2.06E+00,NA,8.24E+03,1.82E+03,2.75E+00,NA,1.30E+01,NA
2015-05-20,8,BARK,B,A,AFTER,0,10.5,5.43E+02,NA,NA,NA,1.99E+03,NA,NA,NA,NA
2015-05-20,9,BARK,A,M,AFTER,0,10.5,6.42E+02,NA,4.96E+02,1.64E+02,2.35E+03,NA,6.03E-01,2.58E-01,NA
2015-05-20,9,BARK,B,M,AFTER,0,10.5,6.57E+02,7.34E-02,NA,6.73E+03,2.41E+03,9.78E-02,NA,1.06E+01,NA
2015-05-20,9,BARK,A,A,AFTER,0,10.3,4.05E+02,1.45E-01,1.21E+03,3.25E+02,1.48E+03,1.94E-01,1.47E+00,5.11E-01,1.65E+03
2015-05-20,9,BARK,B,A,AFTER,0,10.5,5.46E+02,NA,3.54E+02,6.35E+03,2.00E+03,NA,4.30E-01,9.98E+00,NA
2015-05-21,1,SOIL,C,M,AFTER,1,18.8,1.45E+02,1.57E+00,5.07E+03,9.42E+01,5.30E+02,2.09E+00,6.16E+00,1.48E-01,6.45E+02
2015-05-21,1,SOIL,D,M,AFTER,1,18.8,2.75E+02,1.12E+00,5.55E+04,3.22E+02,1.01E+03,1.49E+00,6.74E+01,5.06E-01,1.40E+03
2015-05-21,1,SOIL,C,A,AFTER,1,22.1,3.03E+02,4.38E+00,9.51E+03,NA,1.11E+03,5.84E+00,1.15E+01,NA,NA
2015-05-21,1,SOIL,D,A,AFTER,1,22.1,3.92E+02,2.30E+00,3.18E+04,4.68E+02,1.44E+03,3.07E+00,3.86E+01,7.36E-01,1.85E+03
2015-05-21,2,SOIL,D,M,AFTER,1,18.1,8.66E+01,1.66E+00,4.56E+03,6.11E+02,3.18E+02,2.21E+00,5.54E+00,9.60E-01,6.76E+02
2015-05-21,2,SOIL,C,A,AFTER,1,20.5,1.52E+01,NA,2.00E+02,5.72E+01,5.59E+01,NA,2.43E-01,8.98E-02,NA
2015-05-21,2,SOIL,D,A,AFTER,1,20.7,1.25E+02,2.01E+00,5.28E+03,1.03E+03,4.57E+02,2.68E+00,6.41E+00,1.61E+00,1.02E+03
2015-05-21,3,SOIL,C,M,AFTER,1,13.9,1.18E+02,2.07E+00,NA,4.11E+02,4.32E+02,2.76E+00,NA,6.45E-01,NA
2015-05-21,3,SOIL,D,M,AFTER,1,14.3,8.71E+01,1.64E+00,1.26E+03,5.09E+02,3.19E+02,2.19E+00,1.52E+00,8.00E-01,6.17E+02
